Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Default,LoanID,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner
34.0,128106.0,159798.0,326.0,31.0,3.0,17.24,60.0,0.22,0.0,Q7ANSBLJS6,Bachelor's,Self-employed,Single,Yes,No,Home,No
18.0,42860.0,171180.0,803.0,17.0,2.0,7.95,60.0,0.79,0.0,AS1SNC97KM,PhD,Unemployed,Single,No,Yes,Education,Yes
27.0,81274.0,56077.0,558.0,60.0,2.0,2.89,48.0,0.61,0.0,W0UMRCTAQM,PhD,Part-time,Single,Yes,Yes,Auto,No
37.0,25191.0,166722.0,657.0,119.0,2.0,16.96,36.0,0.16,1.0,D15W2RQT5S,High School,Part-time,Single,Yes,Yes,Education,Yes
63.0,121780.0,98216.0,544.0,65.0,4.0,5.78,24.0,0.81,0.0,YZYTCSLEN8,Bachelor's,Unemployed,Divorced,Yes,No,Education,No
38.0,55218.0,219995.0,806.0,118.0,3.0,5.21,36.0,0.67,0.0,77L4VYI6NX,PhD,Full-time,Married,Yes,Yes,Other,No
27.0,113517.0,48877.0,707.0,104.0,2.0,13.56,48.0,0.85,0.0,D1IQGVIYES,PhD,Self-employed,Single,Yes,No,Other,No
69.0,37268.0,76094.0,717.0,82.0,2.0,21.86,24.0,0.76,0.0,VJT49JDXQ2,PhD,Full-time,Divorced,No,No,Education,No
55.0,121684.0,55214.0,587.0,113.0,4.0,11.13,24.0,0.52,0.0,6683HMYZII,Master's,Self-employed,Married,Yes,Yes,Other,Yes
18.0,97602.0,111232.0,705.0,62.0,4.0,4.46,48.0,0.73,0.0,D7ULVSNWMS,PhD,Full-time,Divorced,No,Yes,Other,No
67.0,61953.0,210045.0,404.0,62.0,3.0,14.22,36.0,0.7,0.0,OXMBRQ0FRZ,High School,Full-time,Divorced,Yes,Yes,Business,Yes
64.0,65068.0,142490.0,712.0,38.0,2.0,19.49,60.0,0.32,0.0,OSS5OME855,High School,Unemployed,Married,No,No,Other,No
47.0,93407.0,21643.0,665.0,97.0,2.0,17.1,24.0,0.35,1.0,VZ0HN6PDAV,PhD,Unemployed,Married,No,Yes,Home,No
44.0,32314.0,91504.0,717.0,103.0,3.0,16.15,60.0,0.23,0.0,N4NYWIH0BW,Bachelor's,Self-employed,Married,Yes,No,Auto,No
21.0,79556.0,118938.0,377.0,2.0,2.0,20.12,12.0,0.54,1.0,1NJ46VQ3WB,Bachelor's,Part-time,Married,Yes,No,Auto,No
21.0,29958.0,34615.0,556.0,41.0,4.0,18.59,36.0,0.89,0.0,TBNK4DVP0Y,PhD,Self-employed,Single,Yes,No,Home,Yes
24.0,19307.0,143097.0,838.0,73.0,4.0,7.92,24.0,0.23,0.0,MMB0Z3KA96,PhD,Self-employed,Divorced,Yes,Yes,Education,Yes
40.0,70727.0,98941.0,782.0,69.0,3.0,15.27,36.0,0.42,0.0,Z86192JPI4,PhD,Self-employed,Single,Yes,No,Business,Yes
50.0,54426.0,237611.0,820.0,24.0,4.0,12.31,24.0,0.61,0.0,6U9TUFE2D6,PhD,Full-time,Married,Yes,Yes,Business,No
33.0,33497.0,82218.0,446.0,23.0,1.0,22.67,48.0,0.24,0.0,HQPFMF6KSS,Bachelor's,Full-time,Single,No,Yes,Other,Yes
22.0,66895.0,240490.0,734.0,93.0,3.0,23.31,12.0,0.26,1.0,UF0T0OUH4Y,High School,Part-time,Married,No,No,Home,No
68.0,25704.0,41103.0,650.0,67.0,4.0,2.57,36.0,0.19,0.0,DZMLN8T54Q,Master's,Self-employed,Divorced,Yes,No,Other,Yes
61.0,36383.0,167194.0,804.0,10.0,1.0,23.9,48.0,0.82,1.0,OKOPQB3K6U,High School,Part-time,Married,No,No,Home,No
22.0,48973.0,223281.0,649.0,54.0,3.0,23.32,24.0,0.39,1.0,EOIEN10OWJ,Bachelor's,Part-time,Divorced,No,Yes,Home,No
51.0,77592.0,206871.0,844.0,90.0,3.0,20.12,12.0,0.63,0.0,FPH4N5I20B,Bachelor's,Part-time,Married,Yes,Yes,Business,No
41.0,40024.0,127817.0,376.0,40.0,1.0,14.31,24.0,0.21,0.0,VML0MYXD9E,PhD,Self-employed,Married,No,Yes,Business,No
38.0,100413.0,222984.0,843.0,87.0,2.0,22.05,12.0,0.22,0.0,JVKAYQS3VV,PhD,Full-time,Single,Yes,No,Business,No
38.0,45784.0,162253.0,601.0,87.0,3.0,24.18,24.0,0.59,0.0,GFD92ZJM1N,Bachelor's,Self-employed,Married,No,Yes,Auto,No
25.0,43750.0,23259.0,330.0,99.0,1.0,16.29,12.0,0.38,1.0,OYIXJQT28U,Master's,Unemployed,Divorced,No,Yes,Other,No
53.0,37736.0,210350.0,382.0,64.0,1.0,14.47,36.0,0.75,0.0,73K6HCCI25,Bachelor's,Unemployed,Single,No,No,Auto,Yes
40.0,59907.0,213237.0,573.0,93.0,1.0,20.16,48.0,0.87,0.0,HG5NS36GV5,High School,Part-time,Married,Yes,No,Education,No
26.0,88184.0,46532.0,754.0,27.0,3.0,4.52,12.0,0.28,0.0,ZYW9OA43EW,Master's,Part-time,Married,Yes,Yes,Other,No
63.0,31306.0,66216.0,649.0,24.0,4.0,23.74,60.0,0.76,0.0,GR8VR44AM8,Bachelor's,Unemployed,Married,Yes,Yes,Business,No
55.0,104868.0,54308.0,764.0,32.0,3.0,17.71,12.0,0.88,0.0,9TW7LH0HXC,Master's,Unemployed,Single,Yes,No,Auto,No
22.0,114936.0,206232.0,805.0,71.0,4.0,23.15,48.0,0.58,0.0,ZL6VTT5PDK,PhD,Unemployed,Married,Yes,No,Business,Yes
67.0,125370.0,111739.0,521.0,106.0,1.0,22.98,12.0,0.13,0.0,MLBG30G8L5,High School,Full-time,Divorced,Yes,No,Home,No
52.0,45799.0,134038.0,565.0,34.0,4.0,16.78,60.0,0.29,0.0,359EVRYPEJ,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes
35.0,85039.0,77679.0,592.0,42.0,2.0,16.25,24.0,0.5,0.0,IOLJ6VN4L9,Master's,Unemployed,Divorced,No,No,Home,No
48.0,34019.0,123395.0,369.0,20.0,3.0,14.92,12.0,0.13,0.0,1BXKSRX7KH,Master's,Part-time,Married,No,No,Other,No
46.0,61760.0,216117.0,661.0,49.0,4.0,24.79,48.0,0.45,0.0,C464W3WOI9,PhD,Self-employed,Married,Yes,No,Home,Yes
29.0,85636.0,51603.0,622.0,34.0,1.0,6.11,48.0,0.51,0.0,4RRC8UYMO8,Bachelor's,Part-time,Married,Yes,No,Auto,No
65.0,138171.0,172821.0,411.0,44.0,1.0,23.05,36.0,0.51,0.0,2WYWAWC8HV,Master's,Self-employed,Single,Yes,Yes,Other,No
62.0,130529.0,164910.0,362.0,32.0,2.0,7.71,24.0,0.19,0.0,MQRWVVEHJV,Master's,Self-employed,Single,No,No,Education,No
18.0,139202.0,177984.0,354.0,86.0,3.0,21.6,60.0,0.36,0.0,K1RNIQ3IU3,Master's,Self-employed,Divorced,No,No,Education,Yes
22.0,124868.0,133921.0,509.0,84.0,4.0,19.38,12.0,0.6,0.0,HIZPMAXQL6,PhD,Unemployed,Divorced,No,No,Home,Yes
21.0,44983.0,53614.0,615.0,50.0,4.0,15.72,60.0,0.62,0.0,6CNLT59BHJ,Bachelor's,Part-time,Married,No,Yes,Auto,Yes
23.0,107831.0,243034.0,450.0,107.0,1.0,7.12,60.0,0.33,0.0,NHQJIO2TNB,PhD,Full-time,Divorced,No,No,Other,No
65.0,94894.0,77391.0,536.0,82.0,3.0,23.87,60.0,0.69,0.0,IH5M32RFAY,PhD,Self-employed,Single,Yes,Yes,Other,Yes
61.0,50345.0,131892.0,324.0,59.0,3.0,24.16,48.0,0.58,0.0,BDQ1A3KMGS,High School,Unemployed,Single,No,No,Other,No
49.0,76509.0,153166.0,740.0,87.0,1.0,11.1,24.0,0.49,0.0,W6YO05OE2X,Master's,Unemployed,Married,No,No,Auto,No
20.0,101503.0,134544.0,686.0,89.0,2.0,17.54,24.0,0.82,0.0,E5QDYETFK4,High School,Full-time,Married,Yes,No,Home,No
24.0,117370.0,153267.0,368.0,19.0,4.0,20.65,12.0,0.22,1.0,E4IM48VKSK,High School,Part-time,Married,No,No,Other,No
53.0,110873.0,246878.0,751.0,68.0,2.0,3.18,36.0,0.9,0.0,K9D5QR8QF4,PhD,Full-time,Single,Yes,No,Home,No
69.0,58188.0,213728.0,374.0,94.0,4.0,22.05,36.0,0.15,0.0,0HHRHPZB0O,Master's,Part-time,Single,No,No,Auto,No
20.0,21039.0,166930.0,468.0,104.0,1.0,21.11,48.0,0.25,0.0,VSMTPV4VHA,High School,Unemployed,Single,Yes,No,Education,Yes
30.0,82174.0,42176.0,577.0,96.0,3.0,17.3,60.0,0.46,0.0,C0MAUIO15N,PhD,Part-time,Married,No,Yes,Business,Yes
44.0,113460.0,228683.0,579.0,79.0,2.0,12.68,12.0,0.77,0.0,K7PIVTM0S7,Bachelor's,Unemployed,Single,Yes,Yes,Education,Yes
39.0,81468.0,37655.0,525.0,99.0,3.0,2.56,36.0,0.59,0.0,3FZXLYU85F,Master's,Unemployed,Divorced,Yes,Yes,Education,No
30.0,129537.0,212880.0,424.0,62.0,2.0,21.23,24.0,0.63,0.0,1OWSUPAHWZ,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,Yes
42.0,111356.0,110745.0,621.0,67.0,2.0,20.28,12.0,0.13,0.0,IEEZ2LD11Z,PhD,Self-employed,Married,Yes,No,Auto,Yes
66.0,145906.0,95585.0,745.0,13.0,3.0,3.34,24.0,0.23,0.0,A453FM8ZSI,Bachelor's,Unemployed,Divorced,No,Yes,Education,Yes
61.0,138920.0,18325.0,810.0,10.0,1.0,7.28,48.0,0.45,0.0,ZKHMOW9VME,Bachelor's,Part-time,Single,No,No,Other,Yes
53.0,44133.0,29481.0,615.0,114.0,2.0,14.14,12.0,0.51,0.0,HN9J2LHNO9,Bachelor's,Full-time,Married,Yes,No,Education,Yes
44.0,51236.0,10695.0,830.0,2.0,1.0,12.89,60.0,0.26,0.0,44IDI293F2,High School,Part-time,Single,Yes,No,Auto,No
31.0,96407.0,237200.0,732.0,37.0,4.0,7.18,24.0,0.78,0.0,6469KD1ZGF,Master's,Full-time,Married,Yes,No,Auto,Yes
55.0,90832.0,63727.0,767.0,8.0,4.0,4.75,24.0,0.46,0.0,9ENJHEM79O,High School,Part-time,Divorced,Yes,Yes,Business,Yes
28.0,115987.0,192731.0,325.0,7.0,3.0,7.83,48.0,0.3,0.0,FTW7XVF4V5,High School,Unemployed,Married,Yes,No,Business,Yes
59.0,48776.0,218608.0,341.0,85.0,1.0,3.18,12.0,0.5,0.0,RR31JGHALY,Bachelor's,Self-employed,Married,No,No,Auto,No
28.0,42621.0,235237.0,463.0,77.0,1.0,21.24,36.0,0.76,0.0,AG26F4W2FO,Master's,Unemployed,Single,No,Yes,Education,Yes
26.0,70642.0,96317.0,325.0,13.0,3.0,21.44,36.0,0.42,1.0,53RZSU4A42,PhD,Self-employed,Divorced,Yes,No,Business,Yes
19.0,119725.0,176314.0,674.0,31.0,4.0,17.02,12.0,0.34,1.0,B6TSIGGNAZ,Master's,Self-employed,Single,No,No,Other,Yes
42.0,44038.0,40451.0,401.0,10.0,4.0,19.99,12.0,0.66,1.0,F4NIJA0B40,PhD,Full-time,Single,No,Yes,Other,No
61.0,127065.0,178396.0,771.0,51.0,2.0,18.06,48.0,0.72,0.0,UXNRV76SCT,PhD,Part-time,Divorced,No,Yes,Home,No
24.0,71399.0,228541.0,563.0,87.0,3.0,22.55,24.0,0.54,0.0,JJ9KC3I41G,Master's,Full-time,Single,Yes,No,Education,No
66.0,121206.0,179071.0,824.0,40.0,3.0,19.81,60.0,0.55,0.0,0RITMGTF2B,Master's,Part-time,Single,Yes,No,Home,No
57.0,51306.0,54006.0,570.0,99.0,3.0,6.45,48.0,0.7,0.0,CVKUCATYG6,PhD,Part-time,Divorced,Yes,No,Other,Yes
57.0,25085.0,65137.0,682.0,31.0,2.0,24.5,24.0,0.21,0.0,TTNRHQXFVY,High School,Self-employed,Single,No,No,Home,No
55.0,103570.0,38461.0,765.0,71.0,3.0,10.3,60.0,0.16,0.0,LL07087S9H,PhD,Full-time,Divorced,Yes,Yes,Auto,Yes
62.0,42353.0,179139.0,346.0,56.0,3.0,17.13,60.0,0.31,0.0,AVFDRLJVLS,Master's,Part-time,Divorced,No,Yes,Business,Yes
51.0,107858.0,207432.0,687.0,59.0,4.0,11.3,36.0,0.52,0.0,ZRICJZHL1I,High School,Full-time,Single,Yes,No,Other,No
44.0,93395.0,174148.0,766.0,8.0,2.0,24.41,12.0,0.23,0.0,7TVGLM6R7Y,Master's,Self-employed,Single,No,No,Home,Yes
18.0,132121.0,96816.0,410.0,48.0,1.0,11.47,36.0,0.33,0.0,JCCAGPX8E7,Master's,Part-time,Single,No,Yes,Business,No
49.0,135908.0,5462.0,759.0,90.0,3.0,14.7,36.0,0.81,0.0,9K9WICN0Y1,PhD,Full-time,Married,Yes,Yes,Business,No
28.0,55890.0,246868.0,836.0,107.0,2.0,2.94,24.0,0.23,0.0,IFIQMB3ATW,PhD,Full-time,Divorced,No,No,Home,Yes
37.0,126433.0,60160.0,342.0,43.0,1.0,18.76,48.0,0.19,0.0,Y8TVFX8BO6,High School,Self-employed,Divorced,No,Yes,Education,No
67.0,85996.0,167071.0,358.0,53.0,1.0,9.7,12.0,0.62,0.0,95YRL53KQB,Master's,Self-employed,Married,Yes,No,Education,No
39.0,44160.0,38605.0,396.0,112.0,2.0,22.77,48.0,0.3,0.0,XYDK2ZQLPU,Master's,Self-employed,Divorced,Yes,Yes,Business,No
36.0,31629.0,32291.0,845.0,109.0,4.0,8.47,48.0,0.77,0.0,FHK0RFDB89,Master's,Self-employed,Divorced,No,Yes,Business,Yes
53.0,121738.0,78208.0,681.0,86.0,1.0,6.17,36.0,0.23,0.0,NIT93H2S76,PhD,Full-time,Single,No,No,Auto,No
33.0,77164.0,73597.0,611.0,32.0,2.0,5.41,12.0,0.44,0.0,Y28H1QOWNP,Bachelor's,Part-time,Single,Yes,No,Home,Yes
30.0,15270.0,44134.0,835.0,116.0,2.0,17.39,60.0,0.53,0.0,ZSG34TWNIP,PhD,Full-time,Divorced,Yes,Yes,Education,No
22.0,36628.0,19862.0,841.0,109.0,1.0,11.33,24.0,0.56,0.0,P34FOX4TPG,PhD,Self-employed,Married,No,Yes,Auto,Yes
55.0,100014.0,146565.0,844.0,108.0,1.0,17.17,60.0,0.88,0.0,HYP31OHKUV,PhD,Part-time,Divorced,No,Yes,Auto,Yes
36.0,148540.0,69509.0,742.0,18.0,1.0,2.85,60.0,0.75,0.0,Y171X3F11P,Bachelor's,Self-employed,Married,Yes,Yes,Home,Yes
28.0,145434.0,223670.0,387.0,26.0,2.0,15.87,24.0,0.82,0.0,RUNMEUDFUG,Master's,Part-time,Divorced,No,No,Education,Yes
44.0,16705.0,166663.0,614.0,40.0,2.0,3.27,12.0,0.22,0.0,AEAC3WKQHL,High School,Part-time,Single,No,Yes,Home,Yes
24.0,110518.0,48708.0,632.0,102.0,4.0,11.27,48.0,0.13,0.0,RBB76D1CMX,PhD,Self-employed,Divorced,No,No,Other,Yes
62.0,145140.0,200349.0,688.0,52.0,3.0,22.33,48.0,0.48,0.0,97P7ZH9HSA,Bachelor's,Self-employed,Married,No,Yes,Auto,Yes
28.0,103132.0,172877.0,356.0,76.0,4.0,12.63,36.0,0.66,1.0,ZCYC1DEN8X,High School,Unemployed,Divorced,No,Yes,Auto,Yes
61.0,41423.0,24847.0,793.0,95.0,2.0,12.36,48.0,0.83,0.0,LJ9DLOK5NV,High School,Unemployed,Married,No,Yes,Home,Yes
59.0,43353.0,202237.0,377.0,13.0,4.0,2.85,60.0,0.56,0.0,ZSXOTVR814,High School,Unemployed,Single,Yes,Yes,Business,No
55.0,103314.0,121176.0,661.0,71.0,1.0,22.7,36.0,0.83,0.0,LXTH4F16CK,PhD,Full-time,Single,Yes,No,Auto,No
43.0,112439.0,85932.0,841.0,92.0,4.0,7.6,12.0,0.65,0.0,EJHO1NTFO3,Master's,Self-employed,Married,No,Yes,Business,Yes
46.0,64664.0,196233.0,762.0,104.0,4.0,24.74,48.0,0.26,0.0,M7E6GDWDBV,High School,Self-employed,Divorced,Yes,No,Auto,No
57.0,69706.0,16913.0,709.0,90.0,4.0,4.14,12.0,0.38,0.0,QCC88C532Z,High School,Unemployed,Single,No,Yes,Auto,Yes
31.0,39220.0,152376.0,391.0,105.0,3.0,5.04,60.0,0.75,0.0,H2J918A441,Master's,Self-employed,Single,No,No,Education,Yes
36.0,37962.0,38835.0,562.0,79.0,2.0,22.53,12.0,0.34,0.0,5ILAQ3YE9U,Bachelor's,Full-time,Single,Yes,Yes,Business,No
47.0,62460.0,142045.0,838.0,20.0,3.0,16.44,36.0,0.42,0.0,UBMY5B6C09,High School,Self-employed,Divorced,Yes,No,Education,No
51.0,56331.0,79796.0,614.0,19.0,4.0,3.9,24.0,0.46,0.0,75D72YZ49F,Bachelor's,Self-employed,Married,No,Yes,Auto,Yes
59.0,89366.0,134821.0,776.0,13.0,3.0,22.59,60.0,0.12,1.0,4OOMAVW9U9,PhD,Self-employed,Divorced,Yes,Yes,Business,No
49.0,119201.0,135276.0,664.0,23.0,2.0,5.18,24.0,0.39,0.0,AXNN11NCYP,High School,Self-employed,Divorced,Yes,Yes,Other,No
47.0,117780.0,139264.0,400.0,67.0,2.0,3.57,24.0,0.43,0.0,RGLQP6KP9S,High School,Full-time,Divorced,No,Yes,Auto,No
27.0,141144.0,219945.0,342.0,28.0,4.0,3.79,12.0,0.81,0.0,EDHMGCQ990,High School,Self-employed,Divorced,No,Yes,Auto,No
26.0,34841.0,79009.0,776.0,111.0,4.0,9.09,24.0,0.58,0.0,1QTVM28R1K,PhD,Self-employed,Married,No,Yes,Home,Yes
20.0,122137.0,94796.0,763.0,43.0,3.0,6.61,36.0,0.35,0.0,9MP1JUN48F,Bachelor's,Full-time,Single,No,No,Business,Yes
41.0,58312.0,86144.0,544.0,53.0,1.0,17.71,36.0,0.88,0.0,X60265WN32,PhD,Unemployed,Single,Yes,Yes,Business,Yes
52.0,141589.0,72885.0,499.0,69.0,1.0,7.32,12.0,0.78,0.0,2DTLO6862T,PhD,Self-employed,Married,No,No,Other,No
49.0,144973.0,113108.0,327.0,92.0,2.0,24.51,36.0,0.26,0.0,2LCGCLXVJJ,PhD,Unemployed,Married,No,Yes,Auto,Yes
52.0,113711.0,197935.0,652.0,9.0,1.0,19.81,48.0,0.81,0.0,BUDP38RIO4,High School,Full-time,Divorced,No,Yes,Education,No
41.0,125329.0,21947.0,781.0,114.0,3.0,6.81,12.0,0.59,0.0,43OEEYSOC6,High School,Unemployed,Divorced,Yes,Yes,Education,No
38.0,100120.0,46166.0,699.0,16.0,4.0,19.63,12.0,0.59,0.0,V02EHB6ERE,High School,Full-time,Married,Yes,No,Home,No
63.0,95170.0,96684.0,727.0,112.0,4.0,11.46,48.0,0.78,0.0,XRRG83ZPC5,High School,Unemployed,Divorced,Yes,Yes,Auto,No
24.0,145107.0,35704.0,653.0,98.0,1.0,5.06,12.0,0.17,0.0,02AZ0MZ53C,Bachelor's,Unemployed,Married,No,Yes,Business,Yes
64.0,116986.0,112413.0,763.0,46.0,2.0,2.2,48.0,0.68,0.0,NINUJVM5XN,Master's,Full-time,Divorced,No,No,Other,Yes
35.0,64903.0,174289.0,342.0,74.0,3.0,13.26,12.0,0.8,0.0,3W82DE9T92,Master's,Self-employed,Divorced,Yes,No,Education,No
54.0,99324.0,174504.0,826.0,10.0,1.0,12.8,48.0,0.78,0.0,ZJCJBCZ3AM,Bachelor's,Unemployed,Single,Yes,Yes,Business,No
64.0,48091.0,229652.0,628.0,101.0,3.0,14.92,12.0,0.75,0.0,1US2Z40OIU,Bachelor's,Full-time,Single,No,No,Education,Yes
40.0,139503.0,239763.0,568.0,87.0,1.0,4.87,24.0,0.64,1.0,H4RAOZQDC9,Master's,Unemployed,Divorced,No,Yes,Home,No
34.0,88119.0,14769.0,437.0,22.0,3.0,9.62,36.0,0.21,0.0,E2GR7NLEV7,PhD,Self-employed,Married,No,Yes,Education,Yes
44.0,93427.0,222465.0,822.0,14.0,3.0,11.45,48.0,0.72,0.0,I00864VCL8,High School,Full-time,Married,No,No,Other,No
59.0,112586.0,216709.0,808.0,35.0,1.0,9.59,24.0,0.41,0.0,F7QKK88V50,High School,Part-time,Single,Yes,No,Home,No
19.0,90094.0,33433.0,571.0,119.0,1.0,21.26,12.0,0.82,0.0,5Z1YKRWVTG,PhD,Unemployed,Married,Yes,No,Business,No
56.0,140408.0,33742.0,396.0,32.0,1.0,2.22,36.0,0.42,0.0,O1JNRM7NY1,Bachelor's,Part-time,Single,Yes,No,Other,Yes
48.0,127571.0,59218.0,538.0,99.0,3.0,11.23,24.0,0.61,0.0,VXYO5SA9OV,Bachelor's,Part-time,Married,Yes,No,Home,Yes
27.0,47886.0,188588.0,790.0,108.0,2.0,10.63,60.0,0.11,0.0,92VG7UJBXM,PhD,Self-employed,Single,Yes,No,Home,No
24.0,64991.0,88775.0,628.0,75.0,3.0,14.89,12.0,0.3,0.0,ZILJNQ3EOJ,Master's,Self-employed,Divorced,No,No,Other,Yes
33.0,91309.0,12019.0,625.0,53.0,1.0,11.77,36.0,0.12,0.0,9KGKM8NLA4,Master's,Full-time,Single,Yes,Yes,Other,No
18.0,125583.0,12684.0,697.0,102.0,3.0,3.31,60.0,0.72,0.0,HRMH5IBLBV,High School,Unemployed,Single,No,No,Other,No
53.0,120924.0,156600.0,539.0,103.0,3.0,6.33,36.0,0.44,0.0,IP5JFRCK3V,PhD,Unemployed,Divorced,Yes,Yes,Education,Yes
36.0,118282.0,106919.0,718.0,112.0,1.0,13.88,24.0,0.4,0.0,7J7WVP54KG,PhD,Self-employed,Married,Yes,Yes,Education,No
43.0,37081.0,140185.0,613.0,114.0,2.0,8.83,48.0,0.65,1.0,11D386GTDV,PhD,Part-time,Single,Yes,Yes,Home,No
30.0,59315.0,179340.0,300.0,60.0,2.0,20.46,60.0,0.45,1.0,BX1MQTUR3V,Bachelor's,Self-employed,Married,Yes,No,Education,No
59.0,118353.0,30088.0,572.0,98.0,2.0,15.59,48.0,0.44,0.0,E2J5ZIN857,High School,Full-time,Divorced,No,No,Business,No
18.0,124633.0,22045.0,712.0,116.0,1.0,3.5,36.0,0.75,0.0,VF3UCN7KUW,Master's,Self-employed,Divorced,Yes,No,Business,Yes
35.0,148388.0,57039.0,763.0,100.0,2.0,16.36,36.0,0.68,0.0,9QZ0IRMH0Q,Master's,Self-employed,Divorced,Yes,Yes,Education,Yes
26.0,29372.0,148740.0,592.0,78.0,3.0,2.08,36.0,0.42,0.0,IW225ZGJGT,PhD,Part-time,Divorced,No,No,Auto,Yes
51.0,50579.0,248353.0,513.0,23.0,4.0,22.09,24.0,0.85,1.0,BKSIMFHLLV,Master's,Self-employed,Divorced,No,No,Business,Yes
69.0,87541.0,112006.0,361.0,81.0,1.0,9.81,24.0,0.76,0.0,W6QQCUMM3Y,Master's,Part-time,Single,No,No,Education,Yes
48.0,106290.0,233012.0,808.0,50.0,3.0,3.1,36.0,0.29,0.0,NQ3GF8ZEXN,Bachelor's,Self-employed,Single,No,Yes,Home,No
40.0,120191.0,52940.0,529.0,16.0,1.0,6.04,48.0,0.35,0.0,0LY0AOXE3J,Bachelor's,Part-time,Single,Yes,Yes,Other,No
18.0,35081.0,180965.0,452.0,54.0,1.0,5.18,48.0,0.77,1.0,NLYMNHO3LH,Master's,Self-employed,Single,Yes,No,Home,No
60.0,115446.0,65370.0,335.0,51.0,4.0,25.0,60.0,0.46,0.0,IZR3HH9EGO,PhD,Full-time,Single,No,No,Auto,Yes
48.0,101624.0,108586.0,835.0,18.0,1.0,10.94,60.0,0.8,1.0,8UN1205YIR,PhD,Unemployed,Single,Yes,Yes,Business,No
46.0,20912.0,220318.0,659.0,111.0,2.0,19.81,12.0,0.27,0.0,H7557VU6ZK,PhD,Part-time,Married,No,Yes,Auto,Yes
18.0,123209.0,116361.0,462.0,4.0,4.0,3.05,12.0,0.37,0.0,QCZG1TP4GA,Master's,Part-time,Divorced,Yes,Yes,Education,No
53.0,57696.0,138426.0,514.0,13.0,1.0,12.26,48.0,0.62,0.0,1IVMSSIHIX,High School,Self-employed,Divorced,Yes,No,Education,No
55.0,27824.0,34281.0,301.0,66.0,2.0,17.58,60.0,0.19,0.0,DSU2KOQNT0,PhD,Unemployed,Single,No,No,Home,No
38.0,80838.0,70498.0,734.0,20.0,4.0,14.89,24.0,0.52,0.0,BKZBTC6AHT,High School,Self-employed,Single,Yes,No,Education,Yes
52.0,147746.0,248902.0,529.0,119.0,1.0,7.2,12.0,0.48,0.0,Q9Y78NL07Q,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes
41.0,118794.0,5103.0,831.0,79.0,1.0,11.73,36.0,0.82,0.0,8G7HI5E03X,Master's,Part-time,Married,No,Yes,Business,No
59.0,36473.0,5720.0,370.0,54.0,3.0,16.38,12.0,0.4,0.0,4VWGJJL75W,Master's,Part-time,Married,Yes,No,Auto,No
38.0,26971.0,78609.0,320.0,74.0,1.0,21.3,12.0,0.3,0.0,5LW5HVTIWD,High School,Part-time,Single,No,Yes,Auto,No
58.0,122466.0,188710.0,697.0,107.0,1.0,21.71,36.0,0.62,0.0,LOXGZ93WFN,PhD,Full-time,Married,Yes,No,Education,No
42.0,80467.0,7638.0,518.0,42.0,2.0,10.68,48.0,0.51,0.0,LKXC7FPHTM,Bachelor's,Unemployed,Single,No,No,Auto,Yes
48.0,20829.0,125004.0,756.0,104.0,3.0,12.64,48.0,0.38,0.0,JL0W9Z7RHH,Master's,Full-time,Married,Yes,No,Education,Yes
32.0,118046.0,80826.0,305.0,111.0,1.0,10.83,48.0,0.89,0.0,G2GD8RVUIU,Bachelor's,Part-time,Divorced,No,Yes,Education,Yes
38.0,82832.0,158901.0,776.0,66.0,2.0,13.88,24.0,0.59,0.0,R4FL29JANY,High School,Part-time,Single,No,Yes,Business,No
67.0,86745.0,92535.0,811.0,27.0,1.0,24.23,60.0,0.78,0.0,ANM7LLNJP0,High School,Unemployed,Married,Yes,Yes,Education,No
62.0,106343.0,12982.0,370.0,31.0,1.0,4.54,12.0,0.7,0.0,ODQO1BRV6D,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No
26.0,104007.0,228147.0,498.0,98.0,1.0,2.47,48.0,0.35,0.0,S9MS91ZWO2,PhD,Self-employed,Single,Yes,Yes,Business,No
24.0,15968.0,61437.0,476.0,50.0,3.0,16.61,12.0,0.29,0.0,S586I4B4FQ,PhD,Unemployed,Married,No,No,Business,Yes
22.0,113909.0,104935.0,378.0,3.0,4.0,21.02,48.0,0.71,1.0,4DOK8WJQD4,High School,Part-time,Single,Yes,Yes,Auto,Yes
62.0,38477.0,200894.0,607.0,9.0,2.0,20.91,36.0,0.24,0.0,0W0MACQAH3,PhD,Part-time,Married,Yes,No,Education,Yes
67.0,130770.0,142246.0,482.0,99.0,1.0,23.58,12.0,0.14,0.0,DB2V208L15,Bachelor's,Full-time,Divorced,No,Yes,Education,Yes
33.0,36933.0,172442.0,663.0,64.0,1.0,20.02,24.0,0.1,0.0,JXYK9TVEIE,High School,Unemployed,Single,No,No,Auto,No
55.0,89715.0,95747.0,653.0,80.0,2.0,18.57,12.0,0.73,0.0,VCL6EE52DO,Bachelor's,Self-employed,Married,Yes,Yes,Education,No
18.0,110421.0,194040.0,731.0,92.0,3.0,11.18,12.0,0.59,0.0,4KOSU9AJ7C,Master's,Full-time,Married,No,No,Business,No
